sw_ring_random_async, 0.020356, 1000, 100, 4, result 
sw_ring_random_async, 0.072135, 2000, 100, 4, result 
sw_ring_random_async, 0.152643, 3000, 100, 4, result 
sw_ring_random_async, 0.266361, 4000, 100, 4, result 
sw_ring_random_async, 0.407455, 5000, 100, 4, result 
sw_ring_random_async, 0.576989, 6000, 100, 4, result 
sw_ring_random_async, 0.780336, 7000, 100, 4, result 
sw_ring_random_async, 1.017995, 8000, 100, 4, result 
sw_ring_random_async, 1.361065, 9000, 100, 4, result 
sw_ring_random_async, 1.576793, 10000, 100, 4, result 
sw_ring_random_async, 1.915951, 11000, 100, 4, result 
sw_ring_random_async, 2.272222, 12000, 100, 4, result 
sw_ring_random_async, 2.662630, 13000, 100, 4, result 
sw_ring_random_async, 3.082524, 14000, 100, 4, result 
sw_ring_random_async, 3.545044, 15000, 100, 4, result 
sw_ring_random_async, 0.023714, 1000, 200, 4, result 
sw_ring_random_async, 0.078100, 2000, 200, 4, result 
sw_ring_random_async, 0.161728, 3000, 200, 4, result 
sw_ring_random_async, 0.275250, 4000, 200, 4, result 
sw_ring_random_async, 0.416622, 5000, 200, 4, result 
sw_ring_random_async, 0.589100, 6000, 200, 4, result 
sw_ring_random_async, 0.788530, 7000, 200, 4, result 
sw_ring_random_async, 1.019992, 8000, 200, 4, result 
sw_ring_random_async, 1.317661, 9000, 200, 4, result 
sw_ring_random_async, 1.563807, 10000, 200, 4, result 
sw_ring_random_async, 1.880185, 11000, 200, 4, result 
sw_ring_random_async, 2.236543, 12000, 200, 4, result 
sw_ring_random_async, 2.628066, 13000, 200, 4, result 
sw_ring_random_async, 3.040637, 14000, 200, 4, result 
sw_ring_random_async, 3.479696, 15000, 200, 4, result 
sw_ring_random_async, 0.170786, 3000, 300, 4, result 
sw_ring_random_async, 0.602773, 6000, 300, 4, result 
sw_ring_random_async, 0.093515, 2000, 400, 4, result 
sw_ring_random_async, 0.301742, 4000, 400, 4, result 
sw_ring_random_async, 0.627502, 6000, 400, 4, result 
sw_ring_random_async, 1.073005, 8000, 400, 4, result 
sw_ring_random_async, 0.033051, 1000, 500, 4, result 
sw_ring_random_async, 0.102804, 2000, 500, 4, result 
sw_ring_random_async, 0.256594, 3000, 500, 4, result 
sw_ring_random_async, 0.319995, 4000, 500, 4, result 
sw_ring_random_async, 0.476887, 5000, 500, 4, result 
sw_ring_random_async, 0.650922, 6000, 500, 4, result 
sw_ring_random_async, 0.863387, 7000, 500, 4, result 
sw_ring_random_async, 1.096710, 8000, 500, 4, result 
sw_ring_random_async, 1.385043, 9000, 500, 4, result 
sw_ring_random_async, 1.658294, 10000, 500, 4, result 
sw_ring_random_async, 1.986628, 11000, 500, 4, result 
sw_ring_random_async, 2.344226, 12000, 500, 4, result 
sw_ring_random_async, 2.735601, 13000, 500, 4, result 
sw_ring_random_async, 3.152800, 14000, 500, 4, result 
sw_ring_random_async, 3.572735, 15000, 500, 4, result 
